"id","income","height","weight","sex","race","education","asvab","sat_math","bdate"
3484,27000,63,135,"female","other",16,50.061,550,9
3485,100000,NA,225,"male","other",NA,39.125,550,10
3486,180331,71,155,"male","other",NA,67.764,650,4
3489,10000,71,245,"female","black",NA,84.367,550,2
3492,25000,NA,140,"female","black",13,31.366,NA,7
3494,25000,66,162,"female","black",NA,24.234,NA,9
3496,15000,68,165,"male","black",NA,62.671,NA,8
3497,18000,NA,146,"female","other",14,35.358,NA,7
3498,24000,65,155,"female","other",19,97.332,750,8
3500,25000,72,210,"male","other",NA,17.147,NA,9
3506,13000,63,200,"female","black",NA,11.13,NA,1
3507,9000,66,138,"female","black",15,21.372,NA,1
3509,1000,72,140,"male","black",NA,3.428,NA,5
3510,15000,67,173,"female","black",12,30.892,NA,12
3512,18000,65,NA,"female","black",NA,11.718,NA,9
3514,14000,71,NA,"male","black",NA,NA,NA,11
3515,21000,71,350,"male","other",14,78.584,NA,3
3516,17000,69,148,"male","black",12,41.843,NA,9
3517,14000,64,270,"female","black",NA,38.913,250,8
3518,60000,72,275,"male","other",NA,17.931,NA,5
3520,41000,68,190,"male","other",NA,57.244,550,6
3522,15000,64,160,"female","other",12,41.49,NA,1
3524,20000,65,150,"female","black",NA,NA,450,5
3525,75000,71,210,"male","black",NA,NA,NA,10
3526,18000,63,135,"female","other",NA,33.141,350,6
3527,41000,64,133,"female","other",NA,92.945,550,5
3528,49000,68,180,"male","other",NA,13.008,NA,1
3529,2000,68,120,"female","hispanic",NA,81.135,NA,12
3530,68000,69,205,"male","other",15,85.212,550,9
3535,41000,66,196,"female","other",NA,64.306,550,8
3536,38993,68,298,"female","other",16,61.108,450,1
3537,35000,64,400,"female","black",NA,96.665,650,7
3538,45000,67,188,"male","other",NA,67.576,450,9
3539,50000,70,158,"male","other",NA,36.134,NA,6
3540,43000,64,130,"female","black",20,NA,350,12
3541,6000,64,175,"female","other",NA,58.842,NA,8
3542,25000,66,185,"female","black",15,12,550,4
3543,21500,73,160,"male","black",NA,10.865,NA,11
3545,22000,70,275,"male","other",NA,42.369,NA,11
3546,2000,73,240,"male","black",13,41.892,NA,10
3547,25000,71,210,"male","black",NA,42.156,NA,10
3548,32900,76,190,"female","other",NA,46.241,750,6
3549,20000,83,235,"male","other",16,72.542,450,7
3550,40000,NA,120,"female","other",NA,71.299,750,4
3552,5000,68,150,"female","other",NA,32.487,450,4
3553,27000,66,230,"female","other",19,42.859,550,4
3554,22637,74,280,"male","other",NA,62.401,NA,3
3556,800,70,185,"male","other",19,93.668,650,1
3558,25199,69,150,"male","other",NA,98.553,650,9
3560,13000,NA,180,"male","other",15,67.176,NA,8
3561,60000,69,145,"female","other",NA,94.859,550,10
3563,42000,75,150,"male","other",NA,83.918,750,1
3565,43000,71,165,"male","other",NA,7.808,NA,2
3569,55000,71,230,"male","other",NA,49.333,NA,1
3570,10000,76,180,"male","other",NA,26.898,NA,8
3572,32000,69,165,"male","other",NA,NA,NA,11
3573,30000,65,130,"male","other",NA,11.276,NA,7
3574,36000,74,180,"male","other",16,74.795,NA,7
3576,45000,67,180,"female","other",19,40.241,450,1
3578,31000,60,220,"female","other",16,98.486,650,2
3579,50000,64,178,"female","black",NA,45.994,450,8
3581,46000,64,200,"female","hispanic",NA,54.678,450,8
3582,90000,69,260,"male","hispanic",NA,65.808,650,11
3583,1000,68,185,"female","black",16,60.372,NA,9
3585,42000,61,170,"female","other",NA,26.948,NA,6
3586,75000,63,136,"female","black",17,51.322,450,5
3587,99800,68,215,"male","black",20,91.661,650,6
3588,12000,70,194,"female","other",NA,79.568,550,2
3590,6000,64,135,"female","black",16,14.452,450,1
3593,50000,64,190,"female","other",NA,37.219,550,9
3594,45000,69,282,"female","black",NA,65.507,NA,10
3598,45000,65,185,"female","black",NA,76.823,550,5
3599,4500,NA,200,"male","black",NA,84.526,450,2
3600,32000,61,181,"female","black",NA,NA,NA,12
3601,33000,63,185,"female","black",20,76.442,450,2
3603,50000,72,180,"male","hispanic",NA,12.799,NA,8
3604,45000,67,170,"female","other",NA,53.199,NA,8
3606,55000,74,200,"male","other",NA,82.038,550,8
3608,35000,69,145,"female","other",NA,36.585,NA,8
3609,45000,76,270,"male","other",NA,18.692,NA,8
3611,17000,64,135,"female","other",NA,62.803,450,11
3614,82000,65,174,"female","other",NA,97.626,550,11
3618,29000,77,300,"male","other",NA,NA,NA,8
3619,40000,65,180,"female","other",NA,82.067,NA,10
3621,56000,72,175,"male","black",NA,NA,NA,6
3623,60000,69,190,"male","black",16,31.974,NA,10
3624,44000,63,145,"female","black",NA,76.751,650,12
3625,14500,71,235,"male","black",NA,95.932,NA,7
3627,4000,65,150,"female","black",NA,80.249,550,9
3628,40000,64,123,"female","black",20,82.629,550,4
3629,60000,69,200,"male","hispanic",14,NA,NA,3
3632,180331,71,235,"male","black",NA,64.19,550,2
3635,25000,69,200,"male","black",NA,24.709,NA,9
3637,55000,61,100,"female","black",NA,73.122,NA,7
3638,3000,61,160,"female","black",16,54.581,750,3
3639,68500,63,210,"female","black",NA,25.535,NA,1
3643,47000,67,165,"male","other",NA,85.931,550,10
3644,46000,61,137,"female","hispanic",13,86.353,550,10
3646,26000,70,180,"male","black",NA,57.986,450,8
3647,46000,70,180,"male","other",16,76.262,550,1
3648,41000,60,145,"female","hispanic",16,48.114,450,8
3649,31800,69,145,"male","black",NA,10.889,NA,6
3652,5000,67,70,"male","black",NA,NA,NA,5
3654,10000,66,152,"male","black",NA,NA,NA,2
3656,180331,73,280,"male","other",NA,20.061,NA,4
3657,8000,77,170,"male","black",NA,NA,NA,10
3659,40000,72,275,"male","black",NA,NA,450,4
3666,30000,70,210,"male","hispanic",14,40.205,NA,8
3667,5000,66,200,"female","multiracial",NA,16.597,NA,10
3668,24000,NA,215,"male","hispanic",NA,NA,NA,4
3669,36000,65,170,"male","hispanic",NA,NA,NA,8
3674,45000,77,270,"male","black",NA,NA,350,9
3678,14400,67,158,"female","black",NA,NA,750,1
3682,47000,64,130,"female","hispanic",NA,51.797,450,1
3683,15000,70,175,"male","hispanic",NA,11.608,550,10
3684,5000,NA,180,"male","hispanic",18,57.619,NA,10
3685,62000,72,220,"male","hispanic",15,NA,NA,2
3686,500,74,160,"male","hispanic",15,NA,NA,6
3687,32000,67,175,"male","hispanic",NA,30.579,NA,9
3693,70000,68,220,"male","hispanic",NA,48.954,450,2
3694,29500,64,110,"female","hispanic",NA,NA,NA,1
3698,7000,70,180,"male","other",NA,NA,NA,7
3701,50000,69,160,"male","hispanic",16,11.909,NA,1
3702,35000,66,180,"male","hispanic",15,NA,NA,1
3704,24000,64,163,"female","hispanic",NA,26.727,NA,7
3709,30000,67,147,"male","black",NA,14.568,NA,12
3710,10000,65,138,"female","black",NA,20.904,NA,11
3712,4000,59,154,"female","hispanic",NA,11.267,NA,12
3714,61000,68,225,"male","other",NA,75.923,NA,1
3715,65000,69,180,"male","other",NA,0.138,NA,7
3716,12000,64,160,"female","black",NA,2.262,NA,7
3718,18000,64,250,"female","black",NA,5.513,NA,8
3719,53000,71,220,"male","hispanic",NA,9.728,NA,10
3723,45000,75,310,"male","other",NA,63.984,NA,2
3724,60000,68,180,"male","other",NA,NA,NA,4
3725,45000,69,250,"male","other",NA,94.502,650,12
3726,24000,68,225,"female","hispanic",NA,NA,550,4
3728,38000,73,230,"male","other",NA,60.706,NA,12
3729,10000,64,160,"female","other",NA,8.912,NA,7
3730,20000,63,115,"female","other",NA,NA,NA,3
3731,60000,75,180,"male","other",NA,95.707,650,9
3734,25000,72,222,"male","black",NA,4.096,NA,8
3736,55000,63,145,"female","other",NA,73.559,550,3
3737,50000,NA,168,"male","black",16,9.221,NA,1
3738,98000,66,200,"male","hispanic",NA,85.713,NA,5
3739,37000,64,125,"female","black",NA,69.722,450,8
3740,23000,67,135,"female","black",12,44.898,NA,4
3742,25000,64,150,"female","other",14,30.298,350,1
3744,5000,62,140,"female","black",NA,NA,NA,6
3745,180331,63,260,"female","black",NA,48.864,550,8
3748,34000,67,NA,"female","hispanic",NA,39.399,350,8
3749,12000,74,260,"male","black",NA,19.265,NA,6
3750,20000,74,289,"male","black",NA,0.358,650,3
3751,13000,70,200,"female","black",16,50.524,NA,11
3752,34000,65,NA,"female","other",NA,NA,450,8
3754,43000,68,302,"female","black",17,60.68,450,9
3757,30000,67,170,"male","black",NA,NA,NA,3
3758,21000,66,148,"female","black",NA,NA,NA,2
3760,65000,NA,185,"male","black",13,17.255,NA,1
3761,17000,63,125,"female","black",15,17.981,350,12
3763,38000,69,213,"male","other",13,4.877,NA,5
3764,35000,NA,150,"female","other",NA,54.165,350,2
3767,25000,66,140,"female","other",12,20.272,NA,12
3768,16500,69,232,"male","other",NA,91.133,550,7
3769,27000,69,170,"male","other",NA,85.86,NA,2
3770,19000,70,250,"male","other",NA,97.979,650,8
3771,35000,63,150,"female","black",20,68.648,450,12
3772,47000,72,240,"male","other",NA,57.196,NA,9
3773,44500,72,227,"male","other",16,44.338,NA,8
3775,35000,65,185,"female","other",12,17.978,550,5
3777,85000,74,72,"male","multiracial",15,70.011,450,11
3779,18000,64,156,"female","other",NA,25.7,NA,8
3782,25000,64,213,"female","other",12,NA,NA,11
3783,54000,71,190,"male","black",17,13.882,NA,6
3787,18000,72,NA,"male","other",13,94.489,550,5
3789,70000,65,240,"female","black",NA,92.11,450,10
3791,180331,72,257,"female","black",20,68.816,450,9
3792,25000,75,240,"male","black",NA,32.207,650,7
3793,21000,67,165,"male","black",NA,17.35,450,12
3795,14000,68,205,"male","black",NA,18.019,NA,11
3796,23000,74,240,"male","black",NA,23.837,NA,1
3799,45000,66,221,"female","hispanic",14,29.629,NA,7
3800,20000,72,160,"male","hispanic",NA,70.496,450,3
3803,5000,62,220,"female","other",14,72.593,NA,11
3805,30000,70,190,"male","other",NA,68.082,550,9
3807,31000,69,250,"female","black",NA,34.753,350,6
3808,15000,72,175,"male","black",NA,5.094,NA,7
3809,18000,71,212,"male","black",13,71.763,750,9
3812,2000,64,135,"female","black",12,7.263,550,3
3813,0,69,185,"male","other",NA,NA,650,4
3814,45000,70,200,"male","other",NA,38.487,NA,7
3819,650,63,125,"female","other",NA,49.114,NA,6
3820,10000,63,260,"female","other",11,28.611,NA,3
3821,21000,64,270,"female","black",NA,58.256,NA,4
3822,63000,66,160,"female","other",NA,96.184,550,8
3824,5000,60,130,"female","other",NA,34.543,NA,7
3825,35000,62,195,"female","other",NA,NA,NA,10
3826,1000,71,207,"male","black",NA,NA,NA,12
3827,29000,75,260,"male","black",NA,4.788,NA,7
3828,12000,65,155,"female","other",NA,17.477,NA,9
3829,24000,69,130,"male","other",NA,19.14,NA,4
3831,30000,68,250,"male","other",NA,7.832,NA,4
3832,45000,66,150,"female","other",16,83.914,550,1
3833,8000,66,188,"female","other",18,30.887,NA,4
3835,40000,68,290,"male","other",NA,NA,NA,5
3836,35000,70,220,"male","black",NA,NA,NA,5
3837,12000,66,200,"female","other",NA,63.904,NA,6
3838,13900,63,190,"female","other",20,97.26,550,10
3839,70000,NA,160,"male","other",16,54.468,NA,7
3841,31000,63,NA,"female","black",NA,67.063,NA,1
3842,22000,66,205,"female","black",NA,48.448,NA,8
3847,14879,65,210,"female","other",NA,51.417,NA,6
3848,10000,69,150,"male","other",NA,73.451,NA,9
3849,48000,74,220,"male","other",NA,64.465,NA,5
3850,54585,71,200,"male","other",NA,98.01,750,9
3851,7000,72,165,"male","other",NA,49.927,NA,10
3852,60000,73,200,"male","other",NA,94.494,NA,7
3854,25000,NA,166,"male","black",NA,36.962,NA,1
3855,36000,61,161,"female","black",NA,76.601,NA,7
3856,6000,61,160,"female","black",18,24.54,NA,5
3857,10000,75,180,"male","black",NA,5.653,NA,8
3860,26000,69,172,"male","black",NA,30.806,NA,11
3862,14000,62,200,"female","black",15,40.155,NA,8
3863,48000,69,190,"male","black",NA,21.505,NA,8
3864,18000,67,224,"female","black",NA,7.497,NA,5
3865,29000,60,225,"female","black",NA,64.478,NA,5
3866,7000,66,130,"female","black",14,NA,NA,5
3867,21000,62,175,"female","black",16,23.558,NA,10
3868,4000,64,135,"female","black",NA,5.908,NA,10
3870,800,61,130,"female","other",NA,NA,NA,6
3871,35000,74,240,"male","other",NA,10.896,NA,12
3872,10000,72,440,"male","other",NA,3.956,NA,3
3874,60000,63,130,"female","other",NA,77.919,NA,9
3876,6000,69,215,"male","other",NA,11.377,NA,3
3878,18000,71,185,"male","black",17,85.277,NA,6
3881,44000,75,240,"male","other",NA,45.585,NA,1
3882,10000,71,250,"male","other",13,64.763,NA,12
3884,32000,72,190,"male","black",NA,69.099,NA,7
3885,35000,73,170,"female","black",NA,19.183,NA,2
3887,75000,65,163,"female","black",NA,57.903,NA,1
3888,36000,70,186,"male","black",NA,32.051,NA,6
3890,8000,67,175,"female","hispanic",14,32.079,NA,9
3891,5000,61,122,"female","hispanic",NA,57.597,250,10
3893,25000,66,NA,"male","other",NA,NA,NA,6
3894,79500,66,130,"female","other",NA,100,550,10
3895,35000,67,190,"male","other",18,93.197,NA,9
3896,22000,69,210,"male","other",NA,91.167,750,12
3899,29000,65,150,"female","other",NA,24.565,NA,8
3900,0,67,132,"female","other",NA,70.455,NA,5
3904,26000,74,205,"male","other",NA,39.64,NA,10
3905,8000,66,135,"female","other",NA,76.418,NA,9
3907,18000,63,175,"female","other",NA,NA,NA,3
3908,10000,68,147,"male","other",14,36.408,NA,1
3911,25000,67,200,"female","other",16,78.206,NA,3
3913,15000,65,240,"female","other",NA,8.275,NA,1
3915,48000,80,255,"male","other",NA,34.061,NA,3
3916,20000,66,178,"female","other",NA,95.754,NA,5
3920,9000,64,191,"female","black",NA,14.216,NA,11
3922,12000,65,210,"female","black",NA,0.71,NA,9
3923,5000,NA,210,"male","black",NA,9.831,NA,3
3927,10000,72,170,"female","black",NA,NA,NA,1
3931,36000,NA,200,"male","hispanic",NA,NA,NA,5
3934,10000,63,140,"female","hispanic",NA,NA,NA,7
3935,21000,60,104,"female","black",NA,35.803,NA,11
3936,32000,71,135,"male","other",NA,56.976,NA,10
3938,25000,66,135,"male","other",17,72.386,NA,7
3939,26500,67,145,"female","other",NA,93.719,550,10
3940,30000,62,130,"female","black",NA,62.677,NA,11
3941,0,65,134,"female","other",NA,15.353,NA,6
3943,25000,63,105,"female","other",NA,88.401,NA,11
3944,40000,71,190,"male","other",NA,99.296,NA,6
3947,20000,73,200,"male","other",NA,33.725,NA,5
3949,10000,74,166,"male","other",NA,4.823,NA,11
3950,37000,74,235,"male","other",NA,NA,NA,10
3952,30000,63,145,"female","other",NA,43.916,NA,3
3955,33000,67,165,"female","other",NA,10.529,NA,7
3956,25000,69,155,"male","black",NA,64.517,650,2
3957,80000,70,180,"male","black",NA,60.496,NA,3
3958,27000,70,160,"male","black",NA,32.983,NA,10
3960,13000,75,240,"male","black",NA,72.105,NA,3
3966,60000,66,214,"female","other",NA,95.192,NA,9
3967,40000,67,155,"male","other",NA,88.964,550,5
3969,65000,72,220,"male","other",NA,NA,NA,5
3970,4500,69,240,"female","other",16,90.829,NA,3
3972,18000,67,289,"female","other",NA,34.112,NA,7
3973,43000,67,275,"female","black",NA,2.995,NA,4
3974,20000,72,160,"male","black",NA,26.896,NA,8
3977,20000,66,185,"female","other",NA,NA,NA,11
3979,27000,63,185,"female","other",NA,23.138,NA,11
3980,6000,73,190,"male","other",NA,78.098,NA,6
3981,15000,69,180,"male","other",NA,30.16,NA,1
3982,25000,68,243,"female","other",20,50.632,NA,2
3983,30000,67,160,"female","other",NA,80.897,NA,2
3985,18000,66,162,"female","other",NA,NA,NA,3
3991,13000,74,250,"male","other",NA,28.1,NA,5
3992,32681,65,148,"female","other",14,37.994,NA,10
3993,38000,69,184,"male","other",NA,31.022,NA,5
3995,12000,70,220,"male","other",12,1.21,NA,9
3996,8000,68,355,"male","other",NA,9.246,NA,12
4000,48000,64,138,"female","other",NA,77.97,NA,10
4001,28000,70,175,"male","other",NA,NA,NA,8
4002,107000,70,225,"male","other",NA,80.175,NA,5
4003,180331,69,175,"male","other",NA,95.276,NA,4
4004,21000,68,190,"male","hispanic",17,81.914,NA,4
4005,37000,70,285,"male","other",NA,41.692,NA,12
4006,40000,71,155,"male","hispanic",NA,31.636,NA,1
4007,15000,69,180,"male","other",7,NA,NA,2
4008,67000,69,200,"male","other",NA,76.716,NA,9
4009,62000,76,220,"male","other",NA,59.169,NA,9
4014,18000,69,165,"male","other",12,74.589,NA,7
4016,55000,74,185,"male","other",NA,84.179,NA,8
4017,33126,68,176,"female","other",NA,86.312,NA,10
4019,27000,64,245,"female","other",16,62.473,NA,4
4020,20000,67,210,"female","other",NA,NA,NA,1
4021,39000,70,165,"male","other",NA,51.512,NA,1
4022,20000,NA,200,"female","other",20,89.509,550,1
4024,35000,65,250,"female","black",NA,55.552,450,11
4025,50000,66,200,"male","other",NA,30.962,NA,1
4026,700,66,135,"female","other",8,82.367,NA,4
4028,12000,65,150,"female","other",NA,67.295,NA,10
4031,59000,72,220,"male","other",NA,37.429,NA,6
4032,26000,63,198,"female","other",NA,79.132,NA,4
4033,20000,73,200,"male","other",NA,47.261,NA,12
4037,70000,71,205,"male","other",NA,50.927,NA,8
4038,85000,71,170,"male","other",14,60.022,NA,7
4041,20000,71,220,"male","other",19,82.357,NA,9
4045,34000,70,240,"male","other",NA,NA,NA,7
4046,500,68,220,"female","black",NA,23.807,NA,4
4047,2500,63,168,"female","black",14,25.528,NA,11
4049,4840,64,134,"female","other",NA,56.619,NA,1
4051,44000,71,220,"male","other",NA,27.025,NA,10
4052,42000,62,185,"female","other",NA,26.62,NA,5
4053,30000,62,210,"female","other",NA,95.875,550,11
4054,75000,76,295,"male","hispanic",NA,38.105,NA,2
4055,14000,69,250,"female","hispanic",NA,22.344,NA,4
4057,90000,66,235,"male","other",NA,58.151,NA,5
4059,18000,73,155,"male","other",NA,20.201,NA,6
4061,15000,63,105,"female","other",NA,51.869,NA,9
4062,30000,66,175,"female","other",NA,97.934,550,12
4063,38000,72,230,"male","black",NA,63.423,NA,12
4064,96000,72,165,"male","other",NA,86.453,NA,11
4066,50000,72,200,"male","other",NA,2.659,NA,3
4070,30000,71,180,"male","other",NA,NA,650,12
4071,20000,NA,105,"female","other",NA,48.261,NA,4
4072,38000,67,135,"male","other",NA,68.505,NA,5
4073,58000,73,190,"male","other",NA,19.289,NA,3
4074,37000,64,230,"female","other",NA,66.855,NA,12
4076,18000,61,235,"female","other",NA,39.257,NA,4
4077,28000,72,192,"male","other",NA,3.086,NA,9
4078,95000,66,245,"female","other",NA,36.106,NA,6
4079,49000,68,200,"male","other",NA,13.725,NA,11
4080,25000,68,265,"male","hispanic",NA,62.642,NA,3
4081,66800,62,115,"female","other",NA,64.508,NA,8
4084,35000,73,245,"male","hispanic",NA,71.46,NA,1
4085,5000,72,180,"male","other",NA,NA,NA,5
4091,6200,62,155,"female","black",13,13.573,NA,10
4092,25000,64,150,"female","black",NA,NA,NA,10
4093,6000,67,135,"female","other",NA,NA,NA,12
4094,51000,63,110,"female","other",NA,NA,NA,7
4097,85000,75,185,"male","other",NA,56.876,NA,3
4098,28000,69,195,"female","other",NA,34.454,NA,5
4099,45000,65,146,"female","other",NA,82.012,550,1
4100,70000,71,197,"male","other",NA,84.504,NA,4
4101,74000,74,175,"male","other",NA,92.602,450,3
4103,25000,65,215,"female","hispanic",18,14.488,NA,6
4104,27000,64,NA,"female","other",16,33.198,NA,2
4108,38000,72,240,"male","other",NA,58.604,NA,9
4109,36000,72,195,"male","other",NA,74.177,450,5
4110,28000,74,198,"male","other",NA,37.059,NA,11
4115,32000,63,250,"female","hispanic",NA,10.179,NA,8
4119,30000,73,210,"male","other",NA,2.045,NA,4
4120,60000,65,189,"male","other",NA,49.276,NA,9
4121,19000,NA,190,"male","other",NA,18.13,NA,2
4124,21393,64,160,"female","hispanic",NA,67.148,450,4
4126,38000,66,170,"male","hispanic",NA,58.523,NA,10
4128,27000,71,260,"male","other",16,68.903,550,7
4129,32000,71,230,"male","other",NA,73.727,NA,1
4131,25000,72,215,"male","other",NA,90.137,NA,6
4132,54000,67,153,"female","other",NA,82.539,550,5
4133,33000,75,175,"male","other",20,48.252,450,5
4135,7000,70,208,"female","other",NA,24.785,350,7
4136,180331,62,188,"female","other",NA,98.875,750,6
4137,68000,63,160,"female","other",NA,96.547,550,6
4138,22000,NA,120,"female","other",18,94.2,NA,10
4139,75000,71,185,"male","other",NA,82.978,NA,6
4140,20800,66,170,"female","other",NA,77.743,NA,4
4141,30000,62,161,"female","other",NA,83.171,NA,10
4142,9000,68,265,"male","other",13,46.625,NA,3
4143,43300,64,140,"female","other",NA,32.394,NA,8
4144,24000,71,250,"male","other",NA,41.136,NA,6
4145,40000,69,155,"female","other",NA,81.706,550,10
4147,20000,68,200,"female","hispanic",13,99.053,650,10
4148,10000,64,125,"female","other",18,12.912,NA,1
4149,92000,68,230,"male","other",NA,79.078,550,2
4152,25000,NA,182,"male","other",NA,46.165,NA,11
4153,40000,77,215,"male","other",17,66.179,NA,12
4154,60000,73,250,"male","other",NA,NA,NA,7
4155,52000,NA,223,"male","other",12,NA,NA,5
4156,18000,71,245,"male","other",NA,41.165,NA,2
4158,56000,74,180,"male","other",NA,99.339,650,7
4159,77000,61,115,"female","other",NA,88.666,550,2
4160,180331,72,180,"male","other",NA,89.615,750,3
4161,103000,72,185,"male","other",NA,67.207,NA,10
4165,20000,72,225,"male","other",14,91.813,NA,8
4167,31000,61,160,"female","hispanic",NA,8.527,NA,12
4168,35000,74,270,"male","black",NA,18.531,NA,9
4169,40000,63,231,"female","black",NA,31.138,NA,10
4170,23000,67,260,"female","black",NA,2.658,NA,5
4171,69000,68,170,"male","black",NA,8.254,NA,2
4174,7000,65,170,"female","black",NA,26.289,NA,9
4176,25000,79,220,"male","black",NA,5.465,350,7
4177,13000,64,150,"female","black",NA,35.117,NA,3
4178,11000,69,200,"female","black",NA,23.471,NA,4
4179,15000,73,230,"male","black",NA,8.033,NA,3
4183,8000,64,320,"female","hispanic",NA,15.16,NA,10
4185,12000,69,228,"female","black",NA,6.846,NA,1
4186,40000,64,175,"female","other",NA,52.831,NA,3
4194,32500,68,220,"female","hispanic",NA,47.702,NA,9
4195,5000,62,170,"female","hispanic",NA,6.311,NA,2
4197,25000,60,140,"female","hispanic",NA,16.366,NA,12
4198,60000,69,225,"male","other",NA,68.961,550,6
4199,15000,75,300,"male","other",NA,93.102,NA,12
4202,62000,70,185,"male","other",NA,79.171,NA,6
4203,51500,66,146,"female","other",NA,55.805,750,12
4204,42000,74,190,"male","other",NA,74.215,550,11
4205,27000,66,220,"male","other",NA,57.236,550,7
4206,60000,65,140,"female","other",NA,85.89,650,12
4207,37000,66,175,"female","other",NA,78.44,NA,9
4208,36000,71,185,"male","other",NA,93.318,550,6
4210,55000,64,161,"female","black",NA,45.618,450,9
4215,4000,62,NA,"female","other",NA,75.294,450,2
4216,22000,62,135,"female","other",NA,48.357,450,10
4217,35000,71,190,"male","other",NA,84.093,550,7
4219,100000,62,145,"female","other",NA,83.503,NA,5
4222,50000,67,160,"male","black",NA,NA,NA,1
4223,28000,68,152,"female","black",NA,NA,NA,9
4224,27000,72,190,"female","black",NA,5.697,NA,2
4226,1000,66,175,"male","black",NA,NA,NA,9
4227,17000,61,132,"female","black",NA,NA,NA,11
4229,27000,63,310,"female","other",NA,51.116,NA,10
4235,47000,62,145,"female","black",NA,45.565,NA,4
4236,28000,68,230,"female","black",15,61.967,NA,8
4237,4000,73,325,"male","black",12,30.889,NA,8
4239,62500,71,211,"male","hispanic",NA,81.571,650,9
4240,41000,69,170,"male","hispanic",NA,37.832,NA,7
4241,50000,66,300,"female","black",NA,NA,NA,12
4244,50000,72,169,"male","other",15,NA,NA,7
4245,42000,77,200,"male","black",NA,4.36,550,4
4249,10000,62,136,"female","other",NA,NA,NA,7
4252,48000,71,310,"male","other",NA,28.048,NA,12
4254,40000,64,150,"female","other",NA,84.416,NA,2
4256,15000,72,172,"male","other",NA,96.532,NA,6
4257,25000,64,113,"female","other",NA,23.265,NA,2
4259,180331,65,190,"male","other",NA,79.253,NA,9
4261,75000,71,175,"male","hispanic",NA,4.063,NA,5
4263,50000,69,175,"male","hispanic",18,82.532,550,12
4264,47000,62,190,"female","hispanic",20,96.218,450,7
4265,75000,75,185,"male","other",NA,95.219,650,4
4266,35000,66,210,"male","hispanic",NA,78.622,NA,9
4268,12000,69,204,"male","other",13,20.743,NA,11
4269,35000,75,170,"male","other",NA,36.625,NA,4
4270,65000,68,225,"male","hispanic",NA,28.173,NA,8
4272,3500,61,185,"female","other",NA,24.721,350,5
4274,46000,66,195,"male","other",NA,42.261,NA,3
4275,55000,69,215,"male","other",NA,29.818,NA,6
4279,70000,75,260,"male","multiracial",NA,93.614,650,11
4280,33000,76,280,"male","multiracial",NA,52.248,450,9
4281,60000,66,130,"female","other",20,56.454,650,4
4282,39000,63,105,"female","other",NA,88.12,550,12
4283,56000,66,105,"female","hispanic",NA,55.597,NA,8
4284,98000,69,59,"male","hispanic",NA,11.863,750,2
4285,48000,67,200,"male","hispanic",NA,11.482,NA,2
4286,5000,72,175,"male","other",NA,75.714,NA,8
4288,41000,75,260,"male","other",NA,81.259,550,1
4290,25000,66,140,"female","other",NA,76.579,NA,6
4291,15000,71,125,"male","other",NA,48.461,NA,10
4292,18000,NA,180,"male","hispanic",16,NA,NA,9
4294,50000,75,160,"male","other",NA,77.112,550,11
4295,100000,71,230,"male","other",NA,98.216,NA,7
4296,78500,74,254,"male","other",NA,99.676,650,2
4297,30000,64,135,"female","other",NA,73.208,450,1
4299,35000,73,205,"male","other",NA,74.226,NA,10
4300,3600,76,265,"male","other",14,93.986,550,1
4304,38000,65,195,"female","other",18,71.293,550,7
4305,90000,70,235,"male","other",NA,63.039,NA,1
4307,48000,67,260,"male","hispanic",NA,13.601,NA,8
4308,3000,61,115,"female","hispanic",14,NA,NA,7
4311,66000,71,188,"male","hispanic",12,42.883,NA,8
4312,21500,69,190,"male","hispanic",NA,77.643,NA,1
4313,80000,67,155,"male","hispanic",NA,32.301,350,8
4314,55000,74,125,"female","hispanic",NA,64.7,350,7
4320,10000,NA,170,"male","black",NA,19.315,NA,11
4321,60000,66,220,"male","hispanic",NA,1.809,NA,5
4322,300,69,130,"male","hispanic",11,45.522,NA,11
4323,0,68,180,"male","hispanic",NA,NA,NA,7
4325,5500,NA,130,"female","hispanic",14,49.372,NA,5
4328,60000,74,200,"male","other",NA,46.246,NA,9
4329,80000,68,260,"male","hispanic",NA,19.029,NA,3
4331,45500,70,275,"male","hispanic",NA,43.352,NA,9
4334,62000,71,234,"male","hispanic",NA,4.463,NA,9
4335,33000,60,110,"female","hispanic",14,36.506,450,1
4338,32000,69,165,"female","other",NA,38.865,NA,12
4341,23000,75,175,"male","other",15,34.548,450,7
4345,27000,66,141,"female","other",NA,58.387,NA,3
4347,180331,76,200,"male","other",NA,59.257,NA,8
4349,7000,72,235,"male","other",NA,72.735,NA,2
4353,40000,63,125,"female","hispanic",NA,52.693,NA,1
4354,36000,71,179,"male","hispanic",NA,5.812,NA,1
4356,40000,73,140,"male","other",NA,1.826,NA,5
4357,26400,67,150,"female","multiracial",NA,23.113,NA,1
4358,10000,66,115,"female","multiracial",14,25.193,NA,6
4359,8000,73,170,"male","other",13,64.181,NA,9
4362,16000,72,250,"male","other",NA,31.729,NA,12
4363,25000,68,130,"male","other",NA,38.432,NA,8
4365,76000,66,175,"female","other",NA,93.591,650,3
4366,35000,NA,134,"female","hispanic",13,22.02,NA,11
4367,47000,67,193,"female","other",NA,65.032,NA,8
4369,24000,72,130,"female","other",NA,74.404,NA,1
4371,24000,63,115,"female","hispanic",NA,7.178,NA,4
