Name,Address,Phone,Fax,Longitude,Latitude
La Quinta Inn & Suites Hinesville - Fort Stewart,"1740 E. Oglethorpe Hwy,
Hinesville, GA 31313",1-912-369-3000,1-912-369-3001,-81.567189,31.858523
La Quinta Inn & Suites Hobbs,"3312 North Lovington Hwy,
Hobbs, NM 88240",1-575-397-8777,1-575-391-8782,-103.157503,32.736833
La Quinta Inn & Suites Branson-Hollister,"291 Financial Dr,
Hollister, MO 65672",1-417-239-0066,1-417-334-6158,-93.232148,36.60644
La Quinta Inn & Suites Hopkinsville,"345 Griffin Bell Dr.,
Hopkinsville, KY 42240",1-270-632-6140,1-270-632-6141,-87.4758,36.824742
La Quinta Inn & Suites Horn Lake / Southaven Area,"721 Southwest Dr,
Horn Lake, MS 38637",1-662-510-6500,1-662-510-6501,-90.002269,34.961608
La Quinta Inn & Suites Hot Springs,"4253 Central Avenue,
Hot Springs, AR 71913",1-501-520-6400,1-501-520-4010,-93.07142,34.45217
La Quinta Inn & Suites Houma,"189 Synergy Center Blvd,
Houma, LA 70360",1-985-879-1646,1-985-879-1647,-90.76027,29.6295
La Quinta Inn & Suites Houston Baytown East,"5215 I-10 East,
Baytown, TX 77521",1-281-421-5566,1-281-421-4009,-94.97842,29.805595
La Quinta Inn & Suites Houston Bush IAH South,"15510 John F. Kennedy Blvd,
Houston, TX 77032",1-281-219-2000,1-281-219-2325,-95.331143,29.942766
La Quinta Inn & Suites Houston Bush Intl Airport E,"18201 Kenswick Dr,
Humble, TX 77338",1-281-446-1300,1-281-446-6229,-95.295983,29.984473
La Quinta Inn & Suites Houston Channelview,"5520 East Sam Houston Pkwy North,
Houston, TX 77015",1-281-452-4402,1-281-452-4419,-95.162637,29.800763
La Quinta Inn & Suites Houston West at Clay Road,"4424 Westway Park Blvd,
Houston, TX 77041",1-713-939-1400,1-713-939-1403,-95.559334,29.833162
La Quinta Inn Houston Cy-Fair,"13290 FM 1960 West,
Houston, TX 77065-4005",1-281-469-4018,1-281-955-6350,-95.618152,29.91685
La Quinta Inn & Suites Houston East at Normandy,"930 Normandy St,
Houston, TX 77015",1-713-451-0009,1-713-451-0091,-95.206672,29.773072
La Quinta Inn & Suites Houston Energy Corridor,"2451 Shadow View Lane,
Houston, TX 77077",1-281-668-1068,1-281-531-4818,-95.600832,29.737882
La Quinta Inn & Suites Houston Galleria Area,"1625 West Loop South,
Houston, TX 77027",1-713-355-3440,1-713-355-2990,-95.455077,29.750909
La Quinta Inn & Suites Houston Greenway Plaza Medical Area,"4015 Southwest Fwy,
Houston, TX 77027-7499",1-713-623-4750,1-713-963-0599,-95.442798,29.728421
La Quinta Inn & Suites Houston Hobby Airport,"8776 Airport Blvd,
Houston, TX 77061",1-713-490-1008,1-713-490-1009,-95.262145,29.653988
La Quinta Inn & Suites Houston I-45 North at 1960,"415 FM 1960,
Houston, TX 77073",1-281-784-1112,1-281-784-1117,-95.42332,30.02397
La Quinta Inn Houston La Porte,"1105 Hwy 146 South,
La Porte, TX 77571-6119",1-281-470-0760,1-281-471-2116,-95.029341,29.652135
La Quinta Inn & Suites Houston NASA Seabrook,"3636 NASA Rd 1,
Seabrook, TX 77586",1-281-326-7300,1-281-326-2840,-95.04571,29.564498
La Quinta Inn & Suites Houston North-Spring,"24868 I-45 North,
Spring, TX 77386",1-281-681-9188,1-281-681-9288,-95.440443,30.12399
La Quinta Inn & Suites Houston Northwest,"11130 Northwest Fwy,
Houston, TX 77092",1-713-680-8282,1-713-680-1887,-95.465559,29.818348
La Quinta Inn & Suites Houston NW Beltway8/WestRD,"9034 West Sam Houston Pkwy N,
Houston, TX 77064",1-281-671-6016,1-281-671-6021,-95.550816,29.903976
La Quinta Inn & Suites Houston Southwest,"6790 Southwest Fwy,
Houston, TX 77074",1-713-784-3838,1-713-784-3189,-95.503807,29.714147
La Quinta Inn & Suites Houston Stafford Sugarland,"12727 Southwest Fwy,
Stafford, TX 77477",1-281-240-2300,1-281-240-6677,-95.584424,29.634697
La Quinta Inn & Suites Houston West Park 10,"15225 Katy Fwy,
Houston, TX 77094",1-281-646-9200,1-281-646-9201,-95.651186,29.784262
La Quinta Inn & Suites Houston - Westchase,"10850 Harwin Dr,
Houston, TX 77072",1-281-495-7700,1-281-495-7733,-95.5584164,29.7172568
La Quinta Inn & Suites Houston Willowbrook,"8383 FM 1960 Rd W,
Houston, TX 77070",1-832-617-5757,1-281-477-3306,-95.550371,29.95721
La Quinta Inn & Suites Huntsville Airport Madison,"105 Westchester Rd,
Madison, AL 35758",1-256-258-2777,1-256-258-2778,-86.760246,34.67557
La Quinta Inn Huntsville Research Park,"4870 University Dr Northwest,
Huntsville, AL 35816-1847",1-256-830-2070,1-256-830-4412,-86.654157,34.737782
La Quinta Inn Huntsville,"124 I-45 North,
Huntsville, TX 77340",1-936-295-6454,1-936-295-9245,-95.57009,30.72013
La Quinta Inn & Suites I-20 Longview South,"3416 Martin Luther King Jr. Blvd,
Longview, TX 75602",1-903-238-9965,1-903-238-9913,-94.716599,32.450142
La Quinta Inn & Suites Idaho Falls,"2501 South 25th East,
Idaho Falls, ID 83406",1-208-552-2500,1-208-524-0025,-111.981996,43.475482
La Quinta Inn Indianapolis Airport Executive Drive,"2650 Executive Dr,
Indianapolis, IN 46241",1-317-244-8100,1-317-241-5136,-86.258276,39.727076
La Quinta Inn Indianapolis Airport Lynhurst,"5316 West Southern Ave,
Indianapolis, IN 46241-5510",1-317-247-4281,1-317-247-0576,-86.250875,39.728237
La Quinta Inn & Suites Indianapolis AP Plainfield,"2251 Manchester Drive,
Plainfield, IN 46168",1-317-279-2650,1-317-279-2659,-86.366833,39.673569
La Quinta Inn & Suites Indianapolis Downtown,"401 E. Washington Street,
Indianapolis, IN 46204",1-317-638-0327,1-317-203-4712,-86.150241,39.76692
La Quinta Inn Indianapolis East-Post Drive,"2349 Post Dr,
Indianapolis, IN 46219",1-317-897-2300,1-317-897-2266,-86.010772,39.801926
La Quinta Inn Indianapolis North at Pyramids,"3880 West 92nd St,
Indianapolis, IN 46268",1-317-872-3100,1-317-872-3154,-86.228111,39.919988
La Quinta Inn & Suites Indianapolis South,"5120 Victory Dr,
Indianapolis, IN 46203",1-317-783-7751,1-317-787-1545,-86.080358,39.701993
La Quinta Inn & Suites Inglewood,"3945 W Imperial Hwy,
Inglewood, CA 90303",1-310-680-3333,1-310-680-0334,-118.343289,33.931271
La Quinta Inn & Suites Iowa,"204 West Frontage Rd,
Iowa, LA 70647",1-337-582-2261,1-337-582-2263,-93.015651,30.251283
La Quinta Inn & Suites Irvine Spectrum,"14972 Sand Canyon Ave,
Irvine, CA 92618",1-949-551-0909,1-949-551-2945,-117.75964,33.675935
La Quinta Inn & Suites Islip MacArthur Airport,"10 Aero Rd,
Bohemia, NY 11716",1-631-881-7700,1-631-881-7740,-73.09548,40.77974
La Quinta Inn & Suites Jackson Airport,"501 South Pearson Rd,
Pearl, MS 39208",1-601-664-0065,1-601-664-9755,-90.1336,32.263526
La Quinta Inn & Suites Jackson North,"593 E. Beasley Road,
Jackson, MS 39206",1-601-956-8686,1-601-345-8449,-90.148583,32.385033
La Quinta Inn & Suites Jackson,"2370 N. Highland Ave,
Jackson, TN 38305",1-731-664-1800,1-731-664-5456,-88.828239,35.668846
La Quinta Inn & Suites Jacksonville Butler Blvd,"4686 Lenoir Ave South,
Jacksonville, FL 32216",1-904-296-0703,1-904-296-0709,-81.597755,30.248193
La Quinta Inn & Suites Jacksonville Mandarin,"3199 Hartley Rd,
Jacksonville, FL 32257",1-904-268-9999,1-904-268-9611,-81.628115,30.183811
La Quinta Inn & Suites Jacksonville,"1902 South Jackson St,
Jacksonville, TX 75766",1-903-586-6504,1-903-586-6503,-95.25418,31.941511
La Quinta Inn Costa Mesa Orange County,"1515 South Coast Dr,
Costa Mesa, CA 92626-1529",1-714-957-5841,1-714-432-7159,-117.920452,33.69137
La Quinta Inn & Suites Joplin,"3320 South Rangeline Rd,
Joplin, MO 64804",1-417-781-0500,1-417-781-9388,-94.478449,37.05306
La Quinta Inn & Suites Jourdanton,"110 BMT Dr,
Jourdanton, TX 78026",1-830-769-3050,1-830-769-3101,-98.532542,28.925651
La Quinta Inn Jupiter,"34 Fishermans Way,
Jupiter, FL 33477",1-561-575-7201,1-561-575-1169,-80.08641,26.93488
La Quinta Inn & Suites Kalispell,"255 Montclair Dr,
Kalispell, MT 59901",1-406-257-5255,1-406-257-7361,-114.292834,48.209704
La Quinta Inn & Suites Kansas City Airport,"6901 North West 83rd St,
Kansas City, MO 64152",1-816-587,1-816-587,-94.659977,39.244176
La Quinta Inn Kansas City Lenexa,"9461 Lenexa Dr,
Lenexa, KS 66215-3836",1-913-492-5500,1-913-492-2935,-94.730346,38.958204
La Quinta Inn Kansas City North,"2214 Taney St,
N. Kansas City, MO 64116",1-816-221-1200,1-816-471-6207,-94.558833,39.147033
La Quinta Inn & Suites Karnes City-Kenedy,"1025 S. State Hwy. 123,
Karnes City, TX 78118",1-830-780-3223,1-830-780-3272,-97.892806,28.870888
La Quinta Inn & Suites Houston Katy East,"22455 Katy Fwy,
Katy, TX 77450",1-281-392-9800,1-281-392-1818,-95.761667,29.784917
La Quinta Inn & Suites Kearney,"108 3rd Ave,
Kearney, NE 68845",1-308-237-4400,1-308-237-4888,-99.088679,40.672163
La Quinta Inn & Suites Kennesaw,"560 Greers Chapel Drive NW,
Kennesaw, GA 30144",1-770-514-7344,1-770-514-1689,-84.568255,34.00553
La Quinta Inn & Suites Kennewick,"2600 South Quillan Pl,
Kennewick, WA 99338",1-509-736-3656,1-509-736-3676,-119.176478,46.186018
La Quinta Inn & Suites Kerrville,"1940 Sidney Baker St,
Kerrville, TX 78028",1-830-896-9200,1-830-896-2422,-99.12034,30.065511
La Quinta Inn Killeen - Fort Hood,"1112 South Fort Hood St,
Killeen, TX 76541-7493",1-254-526-8331,1-254-526-0394,-97.74687,31.10988
La Quinta Inn & Suites Kingman,"3419 Hotel Way,
Kingman, AZ 86409",1-928-529-5070,1-928-529-5071,-114.038899,35.223372
La Quinta Inn & Suites Kingsland/Kings Bay Naval B,"104 May Creek Dr,
Kingsland, GA 31548",1-912-882-8010,1-912-882-8030,-81.663195,30.789723
La Quinta Inn & Suites Kingsport TriCities Airport,"10150 Airport Pkwy,
Kingsport, TN 37663",1-423-323-0500,1-423-323-0582,-82.431179,36.505221
La Quinta Inn & Suites Kingsville,"2151 S Hwy 77,
Kingsville, TX 78363",1-361-592-3000,1-361-592-3003,-97.844655,27.496837
La Quinta Inn & Suites Houston Kingwood Medical,"22790 Highway 59 N,
Kingwood, TX 77339",1-281-359-6611,1-281-359-7711,-95.252641,30.047295
La Quinta Inn & Suites Knoxville Airport,"126 Cusick Rd,
Alcoa, TN 37701-3126",1-865-984-9350,1-865-984-2823,-83.982284,35.811657
La Quinta Inn & Suites Knoxville Central Papermill,"1317 Kirby Road,
Knoxville, TN 37909",1-865-321-1840,1-865-321-1850,-83.999929,35.945744
La Quinta Inn & Suites Knoxville North I-75,"7534 Conner Rd,
Powell, TN 37849",1-865-947-7500,1-865-947-5444,-83.998219,36.051469
La Quinta Inn & Suites Knoxville East,"7210 Saddle Rack St,
Knoxville, TN 37914",1-865-633-5100,1-865-251-0570,-83.774636,35.999207
La Quinta Inn & Suites Kokomo,"511 Albany Dr.,
Kokomo, IN 46901",1-765-453-2222,1-765-453-4398,-86.124702,40.437956
La Quinta Inn & Suites Kyle - Austin South,"18869 IH-35 North,
Kyle, TX 78640",1-512-295-5599,1-512-295-9863,-97.847586,30.03152
La Quinta Inn & Suites La Verkin - Gateway to Zion,"101 E. 500 N.,
La Verkin
, UT 84745",1-435-635-3111,1-435-635-3112,-113.268244,37.211246
La Quinta Inn Lafayette North,"2100 Northeast Evangeline Thruway,
Lafayette, LA 70501",1-337-233-5610,1-337-235-2104,-92.013138,30.252072
La Quinta Inn & Suites Lafayette,"312 Meijer Drive,
Lafayette, IN 47905",1-765-446-2400,1-765-446-2401,-86.81547,40.413169
La Quinta Inn & Suites LaGrange / I-85,"111 Hoffman Drive,
LaGrange, GA 30241",1-706-812-8000,1-706-812-8208,-84.973645,33.039924
La Quinta Inn & Suites Lake Charles Casino Area,"1201 West Prien Lake Rd,
Lake Charles, LA 70601",1-337-478-9889,1-337-478-9891,-93.239084,30.197927
La Quinta Inn & Suites Lake Charles - Westlake,"1008 Sampson St.,
Westlake, LA 70669",1-337-660-2525,1-337-660-2526,-93.257205,30.246001
La Quinta Inn & Suites Page at Lake Powell,"70 Kaibab Road,
Page, AZ 86040",1-928-645-9898,1-928-645-0068,-111.476297,36.90552
La Quinta Inn & Suites Lakeland East,"4315 Lakeland Park Dr,
Lakeland, FL 33809",1-863-815-0606,1-863-815-9711,-81.953759,28.096903
La Quinta Inn & Suites Lakeland West,"1024 Lakeland Park Center Drive,
Lakeland, FL 33809",1-863-859-2866,1-863-859-2956,-81.971105,28.087763
La Quinta Inn & Suites Lancaster,"25 Eastbrook Road,
Ronks, PA 17572",1-717-392-8100,1-717-392-8105,-76.193115,40.023761
La Quinta Inn & Suites Laredo Airport,"7220 Bob Bullock Loop,
Laredo, TX 78041",1-956-724-7222,001-956-722-7121,-99.444551,27.561029
La Quinta Inn Laredo I-35,"3610 Santa Ursula Ave,
Laredo, TX 78041-4453",1-956-722-0511,1-956-723-6642,-99.50325,27.532
La Quinta Inn Las Cruces Mesilla Valley,"790 Avenida de Mesilla,
Las Cruces, NM 88005",1-575-524-0331,1-575-525-8360,-106.788165,32.292339
La Quinta Inn & Suites Las Cruces Organ Mountain,"1500 Hickory Dr,
Las Cruces, NM 88005",1-575-523-0100,1-575-523-0707,-106.787281,32.290597
La Quinta Inn & Suites Las Vegas Airport N Conv.,"3970 Paradise Rd,
Las Vegas, NV 89169",1-702-796-9000,1-702-796-3537,-115.1547,36.116843
La Quinta Inn & Suites Las Vegas Airport South,"6560 Surrey St,
Las Vegas, NV 89119",1-702-492-8900,1-702-492-2424,-115.123732,36.070515
La Quinta Inn Las Vegas Nellis ,"4288 North Nellis Blvd,
Las Vegas, NV 89115",1-702-632-0229,1-702-643-2598,-115.061918,36.238003
La Quinta Inn & Suites Las Vegas RedRock/Summerlin,"9570 W. Sahara Ave,
Las Vegas, NV 89117",1-702-243-0356,1-702-233-8023,-115.303194,36.145679
La Quinta Inn & Suites Las Vegas Summerlin Tech,"7101 Cascade Valley Ct,
Las Vegas, NV 89128-0455",1-702-360-1200,1-702-360-1222,-115.247738,36.211531
La Quinta Inn & Suites Las Vegas Tropicana,"4975 S. Valley View Blvd,
Las Vegas, NV 89118",1-702-798-7736,1-702-798-5951,-115.190281,36.100521
La Quinta Inn & Suites Latham Albany Airport,"833 New Loudon Rd,
Latham, NY 12110",1-518-640-2200,1-518-640-2215,-73.75967,42.7511
La Quinta Inn & Suites Lawton / Fort Sill,"1408 North West 40th ST,
Lawton, OK 73505",1-580-355-6800,1-580-355-6802,-98.443393,34.624755
La Quinta Inn & Suites LAX,"5249 West Century Blvd,
Los Angeles, CA 90045",1-310-645-2200,1-310-641-8214,-118.37272,33.94562
La Quinta Inn & Suites Lebanon,"140 Dixie Avenue,
Lebanon, TN 37090",1-615-470-1001,1-615-453-9508,-86.301809,36.18129
La Quinta Inn & Suites Leesville Ft. Polk,"1308 Entrance Road,
Leesville, LA 71446",1-337-537-8200,1-337-537-8400,-93.237992,31.053792
La Quinta Inn & Suites Lexington Park - Patuxent,"22769 Three Notch Rd,
California, MD 20619",1-301-862,1-301-862,-76.496884,38.292624000000004
La Quinta Inn & Suites Lexington South / Hamburg,"100 Canebrake Dr,
Lexington, KY 40509",1-859-543-1877,1-859-543-9488,-84.385144,37.960743
La Quinta Inn Lexington,"1920 Stanton Way,
Lexington, KY 40511-1350",1-859-231-7551,1-859-281-6002,-84.481587,38.100612
La Quinta Inn Lincoln,"4433 North 27th St,
Lincoln, NE 68521",1-402-476-2222,1-402-476-2618,-96.683443,40.855042
La Quinta Inn & Suites Lindale,"204 West Centennial Blvd,
Lindale, TX 75771",1-903-882-1600,1-903-882-1602,-95.394899,32.474297
La Quinta Inn & Suites Downtown Conference Center,"617 South Broadway,
Little Rock, AR 72201",1-501-374-9000,1-501-374-9009,-92.27588,34.74349
La Quinta Inn & Suites N Little Rock - McCain Mall,"4311 Warden Rd,
North Little Rock, AR 72116",1-501-945-0808,1-501-945-0393,-92.220752,34.795032
La Quinta Inn & Suites Little Rock - West,"9 Crossings Court,
Little Rock, AR 72205",1-501-251-6100,1-501-251-6101,-92.398227,34.726675
La Quinta Inn & Suites Little Rock - Bryant,"408 West Commerce Dr,
Bryant, AR 72022",1-501-847-9494,1-501-847-9496,-92.500573,34.620835
La Quinta Inn Livermore,"7700 Southfront Rd,
Livermore, CA 94551",1-925-373-9600,1-925-373-9601,-121.7006,37.71517
La Quinta Inn & Suites Livingston,"402 Hwy 59 Loop South,
Livingston, TX 77351",1-936-328-5299,1-936-328-5298,-94.95272,30.703468
La Quinta Inn & Suites Locust Grove,"4832 Bill Gardner Pkwy,
Locust Grove, GA 30248",1-678-583-8088,1-678-583-0760,-84.123613,33.353328
La Quinta Inn & Suites Logan,"853 S Hwy 89/91,
Logan, UT 84321",1-435-752-0707,1-435-787-2207,-111.83615,41.7165
La Quinta Inn & Suites Longview North,"908 East Hawkins Pkwy,
Longview, TX 75605",1-903-663-6611,1-903-663-6615,-94.732051,32.546855
La Quinta Inn & Suites Los Banos,"20 W Pacheco Blvd,
Los Banos, CA 93635",1-209-827-4677,1-209-827-9987,-120.854114,37.057219
La Quinta Inn & Suites Loudon,"12400 Hwy 72 N,
Loudon, TN 37774",1-865-657-0050,1-865-657-0060,-84.389969,35.732989
La Quinta Inn & Suites Louisville Airport & Expo,"4125 Preston Hwy.,
Louisville, KY 40213",1-502-368-0007,1-502-375-1617,-85.727949,38.192585
La Quinta Inn & Suites Louisville,"1501 Alliant Ave,
Louisville, KY 40299",1-502-267-8889,1-502-267-5831,-85.536232,38.220454
La Quinta Inn & Suites Loveland,"1450 Cascade Ave,
Loveland, CO 80538",1-970-622,1-970-622-8603,-105.130411,40.408029
LQ Hotel by La Quinta Monterrey Aeropuerto,"Blvd. Aeropuerto 4001, Parque Industrial Interamerican
Apodaca, NL 66600",52-812-2701800,52-812-270-1800,-100.1405,25.78875
La Quinta Inn Lubbock - Downtown Civic Center,"601 Ave Q,
Lubbock, TX 79401-2613",1-806-763-9441,1-806-747-9325,-101.855234,33.589956
La Quinta Inn & Suites Lubbock North,"5006 Auburn St,
Lubbock, TX 79416",1-806-749-1600,1-806-749-1605,-101.91894,33.60156
La Quinta Inn & Suites Lubbock South,"6504 I-27 South,
Lubbock, TX 79412",1-806-776-9100,1-806-776-9101,-101.845508,33.535596
La Quinta Inn & Suites Lubbock West Medical Center,"4115 Marsha Sharp Fwy,
Lubbock, TX 79407",1-806-792-0065,1-806-792-0178,-101.902077,33.575905
La Quinta Inn Lufkin,"2119 S. 1st St,
Lufkin, TX 75901-5902",1-936-634-3351,1-936-634-9475,-94.725596,31.305239
La Quinta Inn & Suites Luling,"203 E HWY 90,
Luling, TX 78648",1-830-351-5320,1-830-351-5321,-97.591238,29.655479
La Quinta Inn & Suites Lumberton,"104 N. LHS Dr,
Lumberton, TX 77657",1-409-751-3999,1-409-751-3998,-94.218101,30.259229
La Quinta Inn & Suites Lynchburg at Liberty Univ.,"3320 Candlers Mountain Road,
Lynchburg, VA 24502",1-434-847-8655,1-434-485-0005,-79.175326,37.368325
La Quinta Inn Lynnwood,"4300 Alderwood Mall Blvd,
Lynnwood, WA 98036",1-425-775-7447,1-425-775-8063,-122.29134,47.81724
La Quinta Inn & Suites Macon West,"4615 Chambers Rd,
Macon, GA 31206",1-478-788-6226,1-478-238-6279,-83.72213,32.807188
La Quinta Inn & Suites Macon,"3944 River Pl Dr,
Macon, GA 31210",1-478-475-0206,1-478-475-8577,-83.68522,32.904598
La Quinta Inn & Suites Madison American Center,"5217 East Terrace Dr,
Madison, WI 53718",1-608-245-0123,1-608-245-1644,-89.291393,43.14345
La Quinta Inn & Suites Manassas,"6950 Nova Way,
Manassas, VA 20109",1-703-393-9966,1-703-393-9967,-77.519177,38.805862
La Quinta Inn & Suites Manchester,"21 Front Street,
Manchester, NH 03102",1-603-669-5400,1-603-669-5470,-71.472708,43.003713
La Quinta Inn & Suites Manhattan,"17 West 32nd St,
New York, NY 10001",1-212-736-1600,1-212-563-4007,-73.98662,40.7477
La Quinta Inn & Suites Mansfield,"120 Stander Ave,
Mansfield, OH 44903",1-419-774-0005,1-419-774-9066,-82.510474,40.694316
La Quinta Inn & Suites Mansfield,"1503 Breckenridge Rd,
Mansfield, TX 76063",1-817-453-5040,1-817-453-6459,-97.141044,32.593238
La Quinta Inn & Suites Manteca - Ripon,"1524 Colony Rd,
Ripon, CA 95366",1-209-599-8999,1-209-599-8998,-121.141615,37.753437
La Quinta Inn & Suites Marble Falls,"501 Hwy 2147 West,
Marble Falls, TX 78654",1-830-798-2020,1-830-798-2121,-98.277211,30.561051
La Quinta Inn & Suites Marshall,"6015 East End Blvd South,
Marshall, TX 75672",1-903-934-3080,1-903-935-4230,-94.360425,32.48638
La Quinta Inn & Suites Mathis,"12909 I H 37,
Mathis, TX 78368",1-361-547-0200,1-361-547-0206,-97.817867,28.11077
La Quinta Inn & Suites McAlester,"1137 S. George Nigh Expressway,
McAlester, OK 74501",1-918-423-4400,1-918-423-1115,-95.755517,34.899402
La Quinta Inn & Suites McAllen Convention Center,"801 S. Ware Rd,
McAllen, TX 78501",1-956-682-6765,1-956-688-6785,-98.26219,26.198981
La Quinta Inn & Suites McAllen La Plaza Mall,"1120 South 10th Street,
McAllen, TX 78501",1-956-688-6764,1-956-688-6091,-98.233374,26.19321
La Quinta Inn & Suites McDonough,"100 Mill Road,
McDonough, GA 30253",1-678-782-6559,1-678-782-6560,-84.214967,33.459534
La Quinta Inn & Suites McKinney,"6501 Henneman Way,
McKinney, TX 75070",1-972-908-2370,1-972-908-2371,-96.699718,33.138989
La Quinta Inn & Suites Mechanicsburg - Harrisburg,"350 Bent Creek Blvd.,
Mechanicsburg, PA 17050",1-717-790-1520,1-717-790-4516,-77.030107,40.253855
LQ Hotel by La Quinta Medellin ,"Carrera 38 # 26-13, Avenida las Palmas, con Loma de San Julian El Poblado
Medellin, Colombia, ANT 050016",57-4-6045188,57-4-6045188,-75.565508,6.224831
La Quinta Inn & Suites Melbourne - Palm Bay,"4510 West New Haven Avenue,
Melbourne, FL 32904",1-321-724-2050,1-321-724-9882,-80.7018781,28.0793446
La Quinta Inn & Suites Melbourne Viera,"7200 George T. Edwards Dr,
Melbourne, FL 32940",1-321-242-9400,1-321-242-9440,-80.721638,28.231545
La Quinta Inn & Suites Memphis Airport Graceland,"2979 Millbranch Rd,
Memphis, TN 38116",1-901-791-9200,1-901-345-8895,-90.006865,35.067586
La Quinta Inn & Suites Memphis East-Sycamore View,"6069 Macon Cove,
Memphis, TN 38134-7600",1-901-381-0044,1-901-381-1450,-89.861583,35.162763
La Quinta Inn & Suites Memphis Primacy Parkway,"1236 Primacy Pkwy,
Memphis, TN 38119",1-901-374-0330,1-901-374-0930,-89.862297,35.097984
La Quinta Inn & Suites Memphis Wolfchase,"2839 New Brunswick Rd,
Memphis, TN 38133",1-901-377-2772,1-901-377-2771,-89.781503,35.200804
La Quinta Inn & Suites Memphis Downtown,"310 Union Avenue,
Memphis, TN 38103",1-901-522-2383,1-901-522-2833,-90.046275,35.141925
La Quinta Inn & Suites Mercedes,"7007 East Expressway 83,
Mercedes, TX 78570",1-956-565-0505,1-956-565-0525,-97.880405,26.159916
La Quinta Inn & Suites Meridian / Boise West,"800 S Allen Street,
Meridian, ID 83642",1-208-288-2100,1-208-898-9436,-116.356609,43.597644
La Quinta Inn & Suites Meridian,"1400 Roebuck Dr,
Meridian, MS 39301",1-601-693-2300,1-601-485-2534,-88.69152,32.35028
La Quinta Inn Merrillville,"8210 Louisiana St,
Merrillville, IN 46410-6354",1-219-738-2870,1-219-738-1858,-87.31998,41.469543
La Quinta Inn & Suites Mesa Superstition Springs,"6530 East Superstition Springs Blvd,
Mesa, AZ 85206",1-480-654-1970,1-480-654-1973,-111.69214,33.385823
La Quinta Inn & Suites Miami Airport East,"3501 NW 42nd Ave,
Miami, FL 33142",1-305-871-1777,1-305-871-8080,-80.264012,25.806535
La Quinta Inn Miami Airport North,"7401 North West 36th St,
Miami, FL 33166",1-305-599-9902,1-305-594-0552,-80.316887,25.809667
La Quinta Inn & Suites Miami Airport West,"8730 North West 27th St,
Miami, FL 33172",1-305-436-0830,1-305-436-0840,-80.33896,25.79953
La Quinta Inn & Suites Miami Cutler Bay,"10821 Caribbean Blvd,
Cutler Bay, FL 33189",1-305-278-0001,1-305-278-0222,-80.366235,25.579371
La Quinta Inn & Suites Miami Lakes,"7925 North West 154th St,
Miami Lakes, FL 33016",1-305-821-8274,1-305-828-2257,-80.329257,25.913452
La Quinta Inn & Suites Midland North,"2606 North Loop 250 West,
Midland, TX 79707",1-432-694-1200,1-432-694-1206,-102.155281,32.006762
La Quinta Inn Midland,"4130 West Wall St,
Midland, TX 79703-7718",1-432-697-9900,1-432-689-0617,-102.122161,31.971819
La Quinta Inn Boston - Milford,"24 Beaver St,
Milford, MA 01757",1-508-478-8243,1-508-634-9936,-71.486406,42.148936
La Quinta Inn & Suites Milledgeville,"1839 N Columbia Street,
Milledgeville, GA 31061",1-478-454-9000,1-478-454-9001,-83.248516,33.104168
La Quinta Inn Milwaukee Airport / Oak Creek,"7141 South 13th St,
Oak Creek, WI 53154",1-414-762-2266,1-414-762-0513,-87.931743,42.914898
La Quinta Inn & Suites Milwaukee Bayshore Area,"5423 North Port Washington Rd,
Glendale, WI 53217",1-414-962-6767,1-414-962-8811,-87.917059,43.115378
La Quinta Inn & Suites Milwaukee Delafield,"2801 Hillside Dr,
Delafield, WI 53018",1-262-395-1162,1-262-646-7660,-88.371977,43.047779
La Quinta Inn Milwaukee Glendale Hampton Ave,"5110 North Port Washington Rd,
Glendale, WI 53217",1-414-964-8484,1-414-964-2110,-87.916214,43.109647
La Quinta Inn & Suites Milwaukee SW New Berlin,"15300 West Rock Ridge Rd,
New Berlin, WI 53151",1-262-717-0900,1-262-717-0905,-88.10518,42.95197
La Quinta Inn Milwaukee West Brookfield,"20391 West Bluemound Rd,
Brookfield, WI 53045-5961",1-262-782-9100,1-262-782-8560,-88.165616,43.034957
La Quinta Inn Minneapolis Airport Bloomington,"7815 Nicollet Ave South,
Bloomington, MN 55420",1-952-881-7311,1-952-881-0604,-93.276393,44.860576
La Quinta Inn & Suites Minneapolis Bloomington W,"5151 American Blvd West,
Bloomington, MN 55437",1-952-830-1300,1-952-830-1535,-93.347332,44.855762
La Quinta Inn & Suites Minneapolis-Minnetonka,"10420 Wayzata Blvd,
Minnetonka, MN 55305",1-952-541-1094,1-952-541-1905,-93.411282,44.973954
La Quinta Inn & Suites Minneapolis Northwest,"7011 Northland Circle,
Brooklyn Park, MN 55428",1-763-971-8000,1-763-432-7187,-93.390783,45.08183
La Quinta Inn & Suites Minot,"1605 35th Avenue S. W.,
Minot, ND 58701",1-701-837-7900,1-701-837-7901,-101.319525,48.198925
La Quinta Inn & Suites Mission at West McAllen,"805 Travis St,
Mission, TX 78572",1-956-581-7772,1-956-580-2288,-98.306448,26.196839
La Quinta Inn Missoula,"5059 North Reserve St,
Missoula, MT 59808",1-406-549-9000,1-406-549-9014,-114.034784,46.911731
La Quinta Inn & Suites Moab,"815 South Main St,
Moab, UT 84532",1-435-259-8700,1-435-259-8601,-109.547306,38.561476
La Quinta Inn & Suites Mobile - Daphne,"8946 Sawwood St,
Daphne, AL 36527",1-251-338-6555,1-251-338-6556,-87.854061,30.666209
