"iso2","year","m04","m514","m014","m1524","m2534","m3544","m4554","m5564","m65","mu","f04","f514","f014","f1524","f2534","f3544","f4554","f5564","f65","fu"
"LC",1998,NA,NA,0,2,1,1,0,0,1,NA,NA,NA,0,3,2,0,0,1,1,NA
"LC",1999,NA,NA,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"LC",2000,NA,NA,0,0,0,1,0,1,2,NA,NA,NA,0,1,0,1,0,1,0,NA
"LC",2001,NA,NA,0,1,1,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LC",2002,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"LC",2003,NA,NA,0,0,0,1,2,2,2,NA,NA,NA,0,1,1,0,3,2,1,NA
"LC",2004,NA,NA,0,0,0,1,2,2,2,NA,NA,NA,0,2,3,0,0,0,3,NA
"LC",2005,NA,NA,0,0,0,0,2,1,2,NA,NA,NA,1,1,0,1,1,0,2,NA
"LC",2006,NA,NA,NA,NA,NA,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"LC",2007,NA,NA,NA,NA,3,3,2,4,3,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA
"LC",2008,0,0,0,2,0,2,2,2,1,0,0,1,1,0,1,3,2,1,2,0
"LK",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LK",1995,NA,NA,10,163,361,519,521,365,261,NA,NA,NA,15,207,206,142,122,81,56,NA
"LK",1996,NA,NA,10,163,327,491,523,355,253,NA,NA,NA,18,197,168,147,133,111,62,NA
"LK",1997,NA,NA,11,215,390,596,623,396,271,NA,NA,NA,23,245,217,173,176,89,81,NA
"LK",1998,NA,NA,7,237,430,628,663,445,304,NA,NA,NA,22,228,235,169,173,119,87,NA
"LK",1999,NA,NA,8,255,406,621,646,440,325,NA,NA,NA,10,264,231,168,148,126,101,NA
"LK",2000,NA,NA,25,266,459,695,793,484,360,NA,NA,NA,23,312,264,176,202,144,113,NA
"LK",2001,NA,NA,6,284,446,713,779,528,336,NA,NA,NA,18,296,247,194,174,156,131,NA
"LK",2002,NA,NA,11,287,411,682,788,551,366,NA,NA,NA,19,320,248,205,151,151,107,NA
"LK",2003,NA,NA,12,311,467,694,791,495,389,NA,NA,NA,14,305,218,186,187,132,120,NA
"LK",2004,NA,NA,6,358,472,664,800,521,371,NA,NA,NA,18,263,237,192,176,122,102,NA
"LK",2005,NA,NA,9,341,520,724,918,657,424,NA,NA,NA,19,295,261,189,200,154,130,NA
"LK",2006,NA,NA,8,342,496,600,816,563,402,NA,NA,NA,13,301,248,178,189,157,129,NA
"LK",2007,NA,NA,10,288,477,664,802,649,412,NA,NA,NA,16,279,228,183,182,176,111,NA
"LK",2008,NA,NA,11,283,488,717,810,649,415,NA,NA,NA,26,298,288,183,173,172,133,NA
"LR",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1996,NA,NA,38,69,105,84,42,33,9,NA,NA,NA,44,72,78,51,24,12,7,NA
"LR",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",1998,NA,NA,18,150,229,158,72,34,11,NA,NA,NA,18,164,160,98,45,17,16,NA
"LR",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",2000,NA,NA,12,133,196,127,52,17,26,NA,NA,NA,21,140,149,88,28,16,16,NA
"LR",2001,NA,NA,16,111,174,132,63,17,11,NA,NA,NA,18,108,143,77,35,17,12,NA
"LR",2002,NA,NA,20,252,315,295,143,60,44,NA,NA,NA,26,256,250,150,86,41,26,NA
"LR",2003,NA,NA,5,180,215,204,99,49,23,NA,NA,NA,12,148,180,109,43,30,22,NA
"LR",2004,NA,NA,32,333,427,285,198,71,51,NA,NA,NA,39,268,397,183,123,41,42,NA
"LR",2005,NA,NA,26,240,352,333,155,74,65,NA,NA,NA,37,232,297,171,108,52,25,NA
"LR",2006,NA,NA,59,324,442,371,250,125,97,NA,NA,NA,55,292,371,242,125,85,68,NA
"LR",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LR",2008,3,104,107,129,412,532,308,169,98,0,1,55,56,115,237,367,298,170,44,0
"LS",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",1995,NA,NA,9,108,214,256,189,96,88,NA,NA,NA,14,106,125,71,49,17,19,NA
"LS",1996,NA,NA,12,123,272,367,223,149,87,NA,NA,NA,7,164,189,94,44,29,28,NA
"LS",1997,NA,NA,11,180,392,463,307,173,69,NA,NA,NA,29,216,272,152,71,40,23,NA
"LS",1998,NA,NA,6,190,407,488,372,190,87,NA,NA,NA,10,200,283,125,65,30,23,NA
"LS",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",2000,NA,NA,8,165,458,517,395,198,76,NA,NA,NA,11,222,336,195,83,36,29,NA
"LS",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LS",2002,NA,NA,10,218,547,535,347,211,80,NA,NA,NA,14,304,447,207,125,41,17,NA
"LS",2003,NA,NA,10,219,614,592,466,219,83,NA,NA,NA,32,328,567,313,219,59,33,NA
"LS",2004,NA,NA,29,286,728,696,448,206,78,NA,NA,NA,22,459,691,364,161,68,36,NA
"LS",2005,NA,NA,32,395,695,397,148,82,37,NA,NA,NA,19,226,721,616,494,297,121,NA
"LS",2006,NA,NA,33,228,628,550,440,218,49,NA,NA,NA,50,370,642,430,171,90,125,NA
"LS",2007,1,5,6,32,135,73,87,52,28,NA,0,4,4,78,121,106,40,13,13,NA
"LS",2008,0,21,21,223,615,542,380,242,138,0,1,23,24,343,700,358,146,76,54,0
"LT",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT",1995,NA,NA,4,46,132,225,176,90,77,NA,NA,NA,5,6,53,45,32,16,42,NA
"LT",1996,NA,NA,2,60,133,224,206,133,82,NA,NA,NA,6,37,62,73,40,29,44,NA
"LT",1997,NA,NA,2,53,136,227,213,146,98,NA,NA,NA,5,40,77,73,38,25,67,NA
"LT",1998,NA,NA,0,38,77,165,163,81,57,NA,NA,NA,0,27,25,65,22,21,46,NA
"LT",1999,NA,NA,0,42,90,153,22,91,67,NA,NA,NA,0,32,48,55,25,20,40,NA
"LT",2000,NA,NA,1,38,97,145,155,74,68,NA,NA,NA,0,20,37,39,32,22,48,NA
"LT",2001,NA,NA,0,35,112,197,155,88,76,NA,NA,NA,1,33,59,57,35,28,59,NA
"LT",2002,NA,NA,1,24,95,176,142,88,59,NA,NA,NA,0,30,59,45,32,18,52,NA
"LT",2003,NA,NA,1,35,116,175,174,107,60,NA,NA,NA,0,35,49,37,38,20,50,NA
"LT",2004,NA,NA,0,39,100,161,173,92,71,NA,NA,NA,1,21,48,47,47,24,32,NA
"LT",2005,0,0,0,42,118,186,187,108,67,0,0,1,1,25,41,57,49,23,54,0
"LT",2006,0,0,0,38,120,207,211,107,74,0,0,0,0,25,48,56,52,38,53,0
"LT",2007,0,0,0,31,77,165,235,109,76,0,0,0,0,34,41,48,50,22,37,0
"LT",2008,0,0,0,39,110,162,182,104,71,0,0,1,1,20,51,46,36,18,44,0
"LU",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",1996,NA,NA,0,5,3,4,2,3,2,NA,NA,NA,1,3,2,0,1,0,3,NA
"LU",1997,NA,NA,1,2,2,7,3,2,3,NA,NA,NA,1,3,0,1,0,1,5,NA
"LU",1998,NA,NA,0,3,6,7,4,2,0,NA,NA,NA,1,0,1,2,2,0,2,NA
"LU",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU",2001,NA,NA,0,0,1,0,0,0,2,NA,NA,NA,0,2,2,1,1,1,2,NA
"LU",2002,NA,NA,0,0,1,3,3,2,1,NA,NA,NA,0,0,2,1,1,1,2,NA
"LU",2003,NA,NA,0,2,10,7,1,2,2,NA,NA,NA,0,2,1,1,0,0,0,NA
"LU",2004,NA,NA,0,1,0,4,3,1,1,NA,NA,NA,0,0,5,5,0,0,0,NA
"LU",2005,0,0,0,0,2,2,1,1,2,0,0,0,0,0,2,1,1,1,0,0
"LU",2006,0,0,0,0,3,2,3,2,3,0,0,0,0,2,3,2,0,1,1,0
"LU",2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LU",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LV",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV",1995,NA,NA,0,20,44,71,70,40,30,NA,NA,NA,0,22,49,55,47,27,29,NA
"LV",1996,NA,NA,0,28,69,130,89,67,42,NA,NA,NA,0,32,39,31,22,10,16,NA
"LV",1997,NA,NA,0,47,109,145,106,61,29,NA,NA,NA,1,27,22,37,20,16,14,NA
"LV",1998,NA,NA,0,58,105,129,121,68,35,NA,NA,NA,1,24,45,26,23,15,18,NA
"LV",1999,NA,NA,1,48,87,110,103,57,30,NA,NA,NA,2,28,24,40,29,11,18,NA
"LV",2000,NA,NA,0,53,106,124,111,64,34,NA,NA,NA,2,25,41,27,28,7,15,NA
"LV",2001,NA,NA,0,48,109,138,101,64,32,NA,NA,NA,2,24,33,41,31,18,20,NA
"LV",2002,NA,NA,0,32,98,123,121,64,26,NA,NA,NA,0,37,42,37,23,11,22,NA
"LV",2003,NA,NA,0,36,74,141,106,59,32,NA,NA,NA,0,31,42,42,35,17,26,NA
"LV",2004,NA,NA,0,30,74,119,109,53,38,NA,NA,NA,2,29,32,36,29,12,19,NA
"LV",2005,0,1,1,22,71,104,117,55,34,0,0,0,0,17,31,31,23,18,12,0
"LV",2006,0,2,2,27,78,82,105,51,26,0,0,0,0,17,27,33,28,9,13,0
"LV",2007,NA,NA,NA,33,65,93,102,49,19,NA,NA,1,1,18,27,32,18,12,9,NA
"LV",2008,0,0,0,28,54,71,71,47,27,0,0,0,0,11,23,26,21,9,12,0
"LY",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1995,NA,NA,2,112,212,78,46,22,21,NA,NA,NA,5,34,31,19,20,13,11,NA
"LY",1996,NA,NA,4,93,142,82,31,28,19,NA,NA,NA,4,30,35,17,10,9,11,NA
"LY",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",1999,NA,NA,2,110,257,115,53,36,33,NA,NA,NA,6,43,59,25,15,14,27,NA
"LY",2000,NA,NA,5,101,239,86,36,29,32,NA,NA,NA,6,43,35,24,24,16,22,NA
"LY",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LY",2003,NA,NA,0,108,266,142,32,25,19,NA,NA,NA,4,43,28,30,25,21,21,NA
"LY",2004,NA,NA,5,113,310,173,53,24,20,NA,NA,NA,1,44,50,20,23,13,23,NA
"LY",2005,NA,NA,2,114,293,168,52,19,35,NA,NA,NA,8,36,36,35,21,21,20,NA
"LY",2006,0,0,1,98,247,150,49,23,23,NA,0,0,8,55,34,24,10,12,11,NA
"LY",2007,NA,NA,2,61,143,78,26,12,10,NA,NA,NA,4,23,17,12,8,7,11,NA
"LY",2008,1,1,2,116,298,162,85,24,19,0,0,6,6,56,35,22,20,9,17,0
"MA",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA",1995,NA,NA,142,2508,2872,1737,819,573,553,NA,NA,NA,191,1708,1288,703,461,317,299,NA
"MA",1996,NA,NA,118,2618,2844,1721,772,602,583,NA,NA,NA,217,1697,1300,677,437,400,292,NA
"MA",1997,NA,NA,119,2328,2891,1659,761,591,557,NA,NA,NA,238,1799,1331,745,416,424,275,NA
"MA",1998,NA,NA,116,2308,2573,1744,843,560,527,NA,NA,NA,182,1600,1150,679,412,402,330,NA
"MA",1999,NA,NA,78,2296,2696,1641,815,559,562,NA,NA,NA,156,1654,1143,691,446,351,332,NA
"MA",2000,NA,NA,99,2061,2423,1705,855,485,595,NA,NA,NA,170,1530,1121,672,398,406,352,NA
"MA",2001,NA,NA,85,2200,2256,1731,929,561,606,NA,NA,NA,156,1477,1046,596,402,399,360,NA
